,raw_hz,peak_id,line_width,integral,file_path
172,33482.0,3.0,2.0,1584970.5,0808G1-0p15M-AlOH3-3M-NaOH-D2O/23Na-concentrated-Gibbsite-2767Hz-170C-32ct.ft
173,33485.0,4.0,0.0,515050.0,0808G1-0p15M-AlOH3-3M-NaOH-D2O/23Na-concentrated-Gibbsite-2767Hz-170C-32ct.ft
174,33489.0,5.0,1.0,1037729.0,0808G1-0p15M-AlOH3-3M-NaOH-D2O/23Na-concentrated-Gibbsite-2767Hz-170C-32ct.ft
175,33279.0,1.0,0.0,518551.0,0808G1-0p15M-AlOH3-3M-NaOH-D2O/23Na-concentrated-Gibbsite-2767Hz-170C-32ctF.ft
176,33361.0,2.0,9.391161016315266,3359571456.0,0808G1-0p15M-AlOH3-3M-NaOH-D2O/23Na-concentrated-Gibbsite-2767Hz-170C-32ctF.ft
177,33482.0,3.0,2.0,1584970.5,0808G1-0p15M-AlOH3-3M-NaOH-D2O/23Na-concentrated-Gibbsite-2767Hz-170C-32ctF.ft
178,33485.0,4.0,0.0,515050.0,0808G1-0p15M-AlOH3-3M-NaOH-D2O/23Na-concentrated-Gibbsite-2767Hz-170C-32ctF.ft
179,33489.0,5.0,1.0,1037729.0,0808G1-0p15M-AlOH3-3M-NaOH-D2O/23Na-concentrated-Gibbsite-2767Hz-170C-32ctF.ft
180,33279.0,1.0,0.0,518551.0,0808G1-0p15M-AlOH3-3M-NaOH-D2O/23Na-concentrated-Gibbsite-2770Hz-70C-32ct.ft
181,33361.0,2.0,9.391161016315266,3359571456.0,0808G1-0p15M-AlOH3-3M-NaOH-D2O/23Na-concentrated-Gibbsite-2770Hz-70C-32ct.ft
182,33482.0,3.0,2.0,1584970.5,0808G1-0p15M-AlOH3-3M-NaOH-D2O/23Na-concentrated-Gibbsite-2770Hz-70C-32ct.ft
